Load earlier flights,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Loading...,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
"Sorry, we don't have any information about flights for this airport",,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Canceled  07:00  Bartow(BOW) C172N53996 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:00 07:40  Bartow(BOW) C172N651MA -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 10:02 09:40  Ocala(OCF) C172N1479E -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 13:18 12:20  Punta Gorda(PGD) C172N1403R -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 14:43 14:20  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 15:41 15:40  Tampa(TPA) PC12N227NS -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:02 16:06  Venice(VNC) C152N6097M -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:08 16:30  Venice(VNC) C172N4974G -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 16:51 17:00  Lake City(LCQ) BE33N9580Y -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 19:10 18:45  Punta Gorda(PGD) C172N733TD -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 20:36 20:00  Stuart(SUA) C152N155SK -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:54 08:30  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Canceled  07:00  Bartow(BOW) C172N53996 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:00 07:40  Bartow(BOW) C172N651MA -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 10:02 09:40  Ocala(OCF) C172N1479E -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 13:18 12:20  Punta Gorda(PGD) C172N1403R -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 14:43 14:20  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 15:41 15:40  Tampa(TPA) PC12N227NS -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:02 16:06  Venice(VNC) C152N6097M -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:08 16:30  Venice(VNC) C172N4974G -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 16:51 17:00  Lake City(LCQ) BE33N9580Y -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 19:10 18:45  Punta Gorda(PGD) C172N733TD -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 20:36 20:00  Stuart(SUA) C152N155SK -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:54 08:30  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Canceled  07:00  Bartow(BOW) C172N53996 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:00 07:40  Bartow(BOW) C172N651MA -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 10:02 09:40  Ocala(OCF) C172N1479E -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 13:18 12:20  Punta Gorda(PGD) C172N1403R -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 14:43 14:20  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 15:41 15:40  Tampa(TPA) PC12N227NS -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:02 16:06  Venice(VNC) C152N6097M -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:08 16:30  Venice(VNC) C172N4974G -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 16:51 17:00  Lake City(LCQ) BE33N9580Y -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 19:10 18:45  Punta Gorda(PGD) C172N733TD -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 20:36 20:00  Stuart(SUA) C152N155SK -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:54 08:30  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Canceled  07:00  Bartow(BOW) C172N53996 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:00 07:40  Bartow(BOW) C172N651MA -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 10:02 09:40  Ocala(OCF) C172N1479E -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 13:18 12:20  Punta Gorda(PGD) C172N1403R -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 14:43 14:20  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 15:41 15:40  Tampa(TPA) PC12N227NS -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:02 16:06  Venice(VNC) C152N6097M -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:08 16:30  Venice(VNC) C172N4974G -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 16:51 17:00  Lake City(LCQ) BE33N9580Y -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 19:10 18:45  Punta Gorda(PGD) C172N733TD -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 20:36 20:00  Stuart(SUA) C152N155SK -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:54 08:30  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Canceled  07:00  Bartow(BOW) C172N53996 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:00 07:40  Bartow(BOW) C172N651MA -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 10:02 09:40  Ocala(OCF) C172N1479E -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 13:18 12:20  Punta Gorda(PGD) C172N1403R -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 14:43 14:20  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 15:41 15:40  Tampa(TPA) PC12N227NS -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:02 16:06  Venice(VNC) C152N6097M -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 17:08 16:30  Venice(VNC) C172N4974G -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 16:51 17:00  Lake City(LCQ) BE33N9580Y -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 19:10 18:45  Punta Gorda(PGD) C172N733TD -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 20:36 20:00  Stuart(SUA) C152N155SK -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Departed 08:54 08:30  Bartow(BOW) C152N67324 -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Estimated dep.  14:10 14:00  Conroe(CXO) BE35N456T -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Estimated dep.  14:10 14:00  Conroe(CXO) BE35N456T -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Estimated dep.  14:10 14:00  Conroe(CXO) BE35N456T -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Estimated dep.  14:10 14:00  Conroe(CXO) BE35N456T -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
Estimated dep.  14:10 14:00  Conroe(CXO) BE35N456T -,,,,,,,Hollywood North Perry Airport(HWO/KHWO)
"Tuesday, Mar 12",,,,,,,Hollywood North Perry Airport(HWO/KHWO)
07:00,,Bartow (BOW)-,-,C172 (N53996),,Canceled,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
07:40,,Bartow (BOW)-,-,C172 (N651MA),,Departed 08:00,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
09:40,,Ocala (OCF)-,-,C172 (N1479E),,Departed 10:02,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
12:20,,Punta Gorda (PGD)-,-,C172 (N1403R),,Departed 13:18,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
14:20,,Bartow (BOW)-,-,C152 (N67324),,Departed 14:43,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
15:40,,Tampa (TPA)-,-,PC12 (N227NS),,Departed 15:41,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
16:06,,Venice (VNC)-,-,C152 (N6097M),,Departed 17:02,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
16:30,,Venice (VNC)-,-,C172 (N4974G),,Departed 17:08,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
17:00,,Lake City (LCQ)-,-,BE33 (N9580Y),,Departed 16:51,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
18:45,,Punta Gorda (PGD)-,-,C172 (N733TD),,Departed 19:10,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
20:00,,Stuart (SUA)-,-,C152 (N155SK),,Departed 20:36,Hollywood North Perry Airport(HWO/KHWO),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Hollywood North Perry Airport(HWO/KHWO)
08:30,,Bartow (BOW)-,-,C152 (N67324),,Departed 08:54,Hollywood North Perry Airport(HWO/KHWO),"Wednesday, Mar 13 2024"
14:00,,Conroe (CXO)-,-,BE35 (N456T),,Estimated dep.  14:10,Hollywood North Perry Airport(HWO/KHWO),"Wednesday, Mar 13 2024"
14:00,,Conroe (CXO)-,-,BE35 (N456T),,Estimated dep.  14:10,Hollywood North Perry Airport(HWO/KHWO),"Wednesday, Mar 13 2024"
14:00,,Conroe (CXO)-,-,BE35 (N456T),,Estimated dep.  14:10,Hollywood North Perry Airport(HWO/KHWO),"Wednesday, Mar 13 2024"
14:00,,Conroe (CXO)-,-,BE35 (N456T),,Estimated dep.  14:10,Hollywood North Perry Airport(HWO/KHWO),"Wednesday, Mar 13 2024"
14:00,,Conroe (CXO)-,-,BE35 (N456T),,Estimated dep.  14:10,Hollywood North Perry Airport(HWO/KHWO),"Wednesday, Mar 13 2024"
Load later flights,,,,,,,Hollywood North Perry Airport(HWO/KHWO),"Wednesday, Mar 13 2024"
* All times are in local timezone,,,,,,,Hollywood North Perry Airport(HWO/KHWO),"Wednesday, Mar 13 2024"
