Load earlier flights,,,,,,,Hays Regional Airport(HYS/KHYS)
Loading...,,,,,,,Hays Regional Airport(HYS/KHYS)
"Sorry, we don't have any information about flights for this airport",,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:56 08:10 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Canceled  10:28  Joplin(JLN) BE9LN94HB -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 12:02 11:41 UA5028 Salina(SLN) CRJ2N955SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 13:35 14:18 UA5062 Chicago(ORD) CRJ2N908SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:56 08:10 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Canceled  10:28  Joplin(JLN) BE9LN94HB -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 12:02 11:41 UA5028 Salina(SLN) CRJ2N955SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 13:35 14:18 UA5062 Chicago(ORD) CRJ2N908SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:56 08:10 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Canceled  10:28  Joplin(JLN) BE9LN94HB -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 12:02 11:41 UA5028 Salina(SLN) CRJ2N955SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 13:35 14:18 UA5062 Chicago(ORD) CRJ2N908SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:56 08:10 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Canceled  10:28  Joplin(JLN) BE9LN94HB -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 12:02 11:41 UA5028 Salina(SLN) CRJ2N955SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 13:35 14:18 UA5062 Chicago(ORD) CRJ2N908SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:56 08:10 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Canceled  10:28  Joplin(JLN) BE9LN94HB -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 12:02 11:41 UA5028 Salina(SLN) CRJ2N955SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 13:35 14:18 UA5062 Chicago(ORD) CRJ2N908SWUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:51 08:02 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N479CAUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  12:40  St. Louis(SUS) PA34N8048Q -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N920EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N915EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N900EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:51 08:02 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N479CAUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  12:40  St. Louis(SUS) PA34N8048Q -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N920EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N915EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N900EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:51 08:02 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N479CAUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  12:40  St. Louis(SUS) PA34N8048Q -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N920EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N915EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N900EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:51 08:02 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N479CAUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  12:40  St. Louis(SUS) PA34N8048Q -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N920EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N915EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N900EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:51 08:02 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N479CAUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  12:40  St. Louis(SUS) PA34N8048Q -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N920EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N915EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N900EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Landed 07:51 08:02 MRA639 Wichita(ICT) C208N802AAMartinaire -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N479CAUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  12:40  St. Louis(SUS) PA34N8048Q -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N920EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  11:41 UA5028 Salina(SLN) CRJ2N915EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
Scheduled  14:18 UA5062 Chicago(ORD) CRJ2N900EVUnited Express -,,,,,,,Hays Regional Airport(HYS/KHYS)
"Tuesday, Mar 12",,,,,,,Hays Regional Airport(HYS/KHYS)
14:18,UA5062,Chicago (ORD)-,United Express -,CRJ2 (N900EV),,Scheduled,Hays Regional Airport(HYS/KHYS),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Hays Regional Airport(HYS/KHYS)
08:02,MRA639,Wichita (ICT)-,Martinaire -,C208 (N802AA),,Landed 07:51,Hays Regional Airport(HYS/KHYS),"Wednesday, Mar 13 2024"
11:41,UA5028,Salina (SLN)-,United Express -,CRJ2 (N479CA),,Scheduled,Hays Regional Airport(HYS/KHYS),"Wednesday, Mar 13 2024"
12:40,,St. Louis (SUS)-,-,PA34 (N8048Q),,Scheduled,Hays Regional Airport(HYS/KHYS),"Wednesday, Mar 13 2024"
14:18,UA5062,Chicago (ORD)-,United Express -,CRJ2 (N920EV),,Scheduled,Hays Regional Airport(HYS/KHYS),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Hays Regional Airport(HYS/KHYS)
11:41,UA5028,Salina (SLN)-,United Express -,CRJ2 (N915EV),,Scheduled,Hays Regional Airport(HYS/KHYS),"Thursday, Mar 14 2024"
14:18,UA5062,Chicago (ORD)-,United Express -,CRJ2 (N900EV),,Scheduled,Hays Regional Airport(HYS/KHYS),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Hays Regional Airport(HYS/KHYS)
08:02,MRA639,Wichita (ICT)-,Martinaire -,C208 (N802AA),,Landed 07:51,Hays Regional Airport(HYS/KHYS),"Wednesday, Mar 13 2024"
11:41,UA5028,Salina (SLN)-,United Express -,CRJ2 (N479CA),,Scheduled,Hays Regional Airport(HYS/KHYS),"Wednesday, Mar 13 2024"
12:40,,St. Louis (SUS)-,-,PA34 (N8048Q),,Scheduled,Hays Regional Airport(HYS/KHYS),"Wednesday, Mar 13 2024"
14:18,UA5062,Chicago (ORD)-,United Express -,CRJ2 (N920EV),,Scheduled,Hays Regional Airport(HYS/KHYS),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Hays Regional Airport(HYS/KHYS)
11:41,UA5028,Salina (SLN)-,United Express -,CRJ2 (N915EV),,Scheduled,Hays Regional Airport(HYS/KHYS),"Thursday, Mar 14 2024"
14:18,UA5062,Chicago (ORD)-,United Express -,CRJ2 (N900EV),,Scheduled,Hays Regional Airport(HYS/KHYS),"Thursday, Mar 14 2024"
Load later flights,,,,,,,Hays Regional Airport(HYS/KHYS),"Thursday, Mar 14 2024"
* All times are in local timezone,,,,,,,Hays Regional Airport(HYS/KHYS),"Thursday, Mar 14 2024"
