Load earlier flights,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Loading...,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
"Sorry, we don't have any information about flights for this airport",,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 20:01 19:45  Dallas(DAL) BE9LN38AP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:21 07:00  Hobbs(HOB) C525N950P -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:15 07:00  Yakima(YKM) C25BN565JP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 12:33 12:00  Burbank(BUR) C25BN83TFJet Linx Aviation -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 13:26 13:30  College Station(CLL) PA32N823MG -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 20:01 19:45  Dallas(DAL) BE9LN38AP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:21 07:00  Hobbs(HOB) C525N950P -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:15 07:00  Yakima(YKM) C25BN565JP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 12:33 12:00  Burbank(BUR) C25BN83TFJet Linx Aviation -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 13:26 13:30  College Station(CLL) PA32N823MG -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 20:01 19:45  Dallas(DAL) BE9LN38AP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:21 07:00  Hobbs(HOB) C525N950P -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:15 07:00  Yakima(YKM) C25BN565JP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 12:33 12:00  Burbank(BUR) C25BN83TFJet Linx Aviation -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 13:26 13:30  College Station(CLL) PA32N823MG -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 20:01 19:45  Dallas(DAL) BE9LN38AP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:21 07:00  Hobbs(HOB) C525N950P -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:15 07:00  Yakima(YKM) C25BN565JP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 12:33 12:00  Burbank(BUR) C25BN83TFJet Linx Aviation -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 13:26 13:30  College Station(CLL) PA32N823MG -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 20:01 19:45  Dallas(DAL) BE9LN38AP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:21 07:00  Hobbs(HOB) C525N950P -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 07:15 07:00  Yakima(YKM) C25BN565JP -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 12:33 12:00  Burbank(BUR) C25BN83TFJet Linx Aviation -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
Departed 13:26 13:30  College Station(CLL) PA32N823MG -,,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
"Monday, Mar 11",,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
12:00,,Burbank (BUR)-,Jet Linx Aviation -,C25B (N83TF),,Departed 12:33,Amarillo Tradewind Airport(TDW/KTDW),"Tuesday, Mar 12 2024"
13:30,,College Station (CLL)-,-,PA32 (N823MG),,Departed 13:26,Amarillo Tradewind Airport(TDW/KTDW),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
19:45,,Dallas (DAL)-,-,BE9L (N38AP),,Departed 20:01,Amarillo Tradewind Airport(TDW/KTDW),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Amarillo Tradewind Airport(TDW/KTDW)
07:00,,Hobbs (HOB)-,-,C525 (N950P),,Departed 07:21,Amarillo Tradewind Airport(TDW/KTDW),"Tuesday, Mar 12 2024"
07:00,,Yakima (YKM)-,-,C25B (N565JP),,Departed 07:15,Amarillo Tradewind Airport(TDW/KTDW),"Tuesday, Mar 12 2024"
12:00,,Burbank (BUR)-,Jet Linx Aviation -,C25B (N83TF),,Departed 12:33,Amarillo Tradewind Airport(TDW/KTDW),"Tuesday, Mar 12 2024"
13:30,,College Station (CLL)-,-,PA32 (N823MG),,Departed 13:26,Amarillo Tradewind Airport(TDW/KTDW),"Tuesday, Mar 12 2024"
Load later flights,,,,,,,Amarillo Tradewind Airport(TDW/KTDW),"Tuesday, Mar 12 2024"
* All times are in local timezone,,,,,,,Amarillo Tradewind Airport(TDW/KTDW),"Tuesday, Mar 12 2024"
