Load earlier flights,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Loading...,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
"Sorry, we don't have any information about flights for this airport",,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:30 08:54  Melbourne(MLB) E55PN332EE -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 17:14 17:19 CYC848 Charlotte(CLT) B350N848UPCircadian Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 16:33 17:54 EJA597 Charlotte(CLT) C68AN597QSNetJets -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:08 08:03 CSJ52 Burlington(QQY) AESTN52MGCastle Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:30 08:54  Melbourne(MLB) E55PN332EE -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 17:14 17:19 CYC848 Charlotte(CLT) B350N848UPCircadian Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 16:33 17:54 EJA597 Charlotte(CLT) C68AN597QSNetJets -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:08 08:03 CSJ52 Burlington(QQY) AESTN52MGCastle Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:30 08:54  Melbourne(MLB) E55PN332EE -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 17:14 17:19 CYC848 Charlotte(CLT) B350N848UPCircadian Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 16:33 17:54 EJA597 Charlotte(CLT) C68AN597QSNetJets -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:08 08:03 CSJ52 Burlington(QQY) AESTN52MGCastle Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:30 08:54  Melbourne(MLB) E55PN332EE -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 17:14 17:19 CYC848 Charlotte(CLT) B350N848UPCircadian Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 16:33 17:54 EJA597 Charlotte(CLT) C68AN597QSNetJets -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:08 08:03 CSJ52 Burlington(QQY) AESTN52MGCastle Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:30 08:54  Melbourne(MLB) E55PN332EE -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 17:14 17:19 CYC848 Charlotte(CLT) B350N848UPCircadian Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 16:33 17:54 EJA597 Charlotte(CLT) C68AN597QSNetJets -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Landed 08:08 08:03 CSJ52 Burlington(QQY) AESTN52MGCastle Aviation -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Estimated 09:15 10:28  Sarasota(SRQ) B350N865SH -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Scheduled  10:48  Huntsville(HSV) C414N4701A -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Estimated 09:15 10:28  Sarasota(SRQ) B350N865SH -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Scheduled  10:48  Huntsville(HSV) C414N4701A -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Estimated 09:15 10:28  Sarasota(SRQ) B350N865SH -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Scheduled  10:48  Huntsville(HSV) C414N4701A -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Estimated 09:15 10:28  Sarasota(SRQ) B350N865SH -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Scheduled  10:48  Huntsville(HSV) C414N4701A -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Estimated 09:15 10:28  Sarasota(SRQ) B350N865SH -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Scheduled  10:48  Huntsville(HSV) C414N4701A -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Estimated 09:15 10:28  Sarasota(SRQ) B350N865SH -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
Scheduled  10:48  Huntsville(HSV) C414N4701A -,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
"Tuesday, Mar 12",,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL)
10:28,,Sarasota (SRQ)-,-,B350 (N865SH),,Estimated 09:15,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:48,,Huntsville (HSV)-,-,C414 (N4701A),,Scheduled,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:28,,Sarasota (SRQ)-,-,B350 (N865SH),,Estimated 09:15,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:48,,Huntsville (HSV)-,-,C414 (N4701A),,Scheduled,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:28,,Sarasota (SRQ)-,-,B350 (N865SH),,Estimated 09:15,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:48,,Huntsville (HSV)-,-,C414 (N4701A),,Scheduled,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:28,,Sarasota (SRQ)-,-,B350 (N865SH),,Estimated 09:15,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:48,,Huntsville (HSV)-,-,C414 (N4701A),,Scheduled,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:28,,Sarasota (SRQ)-,-,B350 (N865SH),,Estimated 09:15,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
10:48,,Huntsville (HSV)-,-,C414 (N4701A),,Scheduled,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
Load later flights,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
* All times are in local timezone,,,,,,,Gainesville Lee Gilmer Memorial Airport(GVL/KGVL),"Wednesday, Mar 13 2024"
