Load earlier flights,,,,,,,Alpena County Regional Airport(APN/KAPN)
Loading...,,,,,,,Alpena County Regional Airport(APN/KAPN)
"Sorry, we don't have any information about flights for this airport",,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:41 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N625CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:41 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N625CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:41 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N625CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
"Monday, Mar 11",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,CSA Air -,C208 (),,Estimated dep.  09:41,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N625CA),,Estimated dep.  17:55,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
19:12,IRO7552,Flint (FNT)-,CSA Air -,C208 (),,Estimated dep.  19:12,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Alpena County Regional Airport(APN/KAPN)
10:18,DL4252,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Scheduled,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,CSA Air -,C208 (),,Estimated dep.  09:41,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N625CA),,Estimated dep.  17:55,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
19:12,IRO7552,Flint (FNT)-,CSA Air -,C208 (),,Estimated dep.  19:12,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Alpena County Regional Airport(APN/KAPN)
10:18,DL4252,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Scheduled,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Alpena County Regional Airport(APN/KAPN)
09:30,IRO871,Grand Rapids (GRR)-,CSA Air -,C208 (),,Estimated dep.  09:41,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N625CA),,Estimated dep.  17:55,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
19:12,IRO7552,Flint (FNT)-,CSA Air -,C208 (),,Estimated dep.  19:12,Alpena County Regional Airport(APN/KAPN),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Alpena County Regional Airport(APN/KAPN)
10:18,DL4252,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Scheduled,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
Loading later flights...,,,,,,,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
* All times are in local timezone,,,,,,,Alpena County Regional Airport(APN/KAPN),"Thursday, Mar 14 2024"
