Load earlier flights,,,,,,,Dallas Executive Airport(RBD/KRBD)
Loading...,,,,,,,Dallas Executive Airport(RBD/KRBD)
"Sorry, we don't have any information about flights for this airport",,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 20:09 20:05  Kansas City(JCI) C510N51HB -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:25 10:55  Dallas(RBD) P28AN697CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:19 11:20  College Station(CLL) M20PN5866Q -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 13:12 13:10  Dallas(RBD) P28AN405CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:13 15:00  Sherman(PNX) SR22N640CD -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:23 15:25  Waco(ACT) C172N5899R -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 16:51 17:05  Lufkin(LFK) P28AN6606W -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 20:09 20:05  Kansas City(JCI) C510N51HB -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:25 10:55  Dallas(RBD) P28AN697CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:19 11:20  College Station(CLL) M20PN5866Q -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 13:12 13:10  Dallas(RBD) P28AN405CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:13 15:00  Sherman(PNX) SR22N640CD -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:23 15:25  Waco(ACT) C172N5899R -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 16:51 17:05  Lufkin(LFK) P28AN6606W -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 20:09 20:05  Kansas City(JCI) C510N51HB -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:25 10:55  Dallas(RBD) P28AN697CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:19 11:20  College Station(CLL) M20PN5866Q -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 13:12 13:10  Dallas(RBD) P28AN405CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:13 15:00  Sherman(PNX) SR22N640CD -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:23 15:25  Waco(ACT) C172N5899R -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 16:51 17:05  Lufkin(LFK) P28AN6606W -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 20:09 20:05  Kansas City(JCI) C510N51HB -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:25 10:55  Dallas(RBD) P28AN697CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:19 11:20  College Station(CLL) M20PN5866Q -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 13:12 13:10  Dallas(RBD) P28AN405CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:13 15:00  Sherman(PNX) SR22N640CD -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:23 15:25  Waco(ACT) C172N5899R -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 16:51 17:05  Lufkin(LFK) P28AN6606W -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 20:09 20:05  Kansas City(JCI) C510N51HB -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:25 10:55  Dallas(RBD) P28AN697CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 11:19 11:20  College Station(CLL) M20PN5866Q -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 13:12 13:10  Dallas(RBD) P28AN405CA -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:13 15:00  Sherman(PNX) SR22N640CD -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 15:23 15:25  Waco(ACT) C172N5899R -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Departed 16:51 17:05  Lufkin(LFK) P28AN6606W -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  07:12 07:00  Houston(DWH) C501N502CC -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  08:11 08:00  Poplar Bluff(POF) PA32N40784 -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  07:12 07:00  Houston(DWH) C501N502CC -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  08:11 08:00  Poplar Bluff(POF) PA32N40784 -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  07:12 07:00  Houston(DWH) C501N502CC -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  08:11 08:00  Poplar Bluff(POF) PA32N40784 -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  07:12 07:00  Houston(DWH) C501N502CC -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  08:11 08:00  Poplar Bluff(POF) PA32N40784 -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  07:12 07:00  Houston(DWH) C501N502CC -,,,,,,,Dallas Executive Airport(RBD/KRBD)
Estimated dep.  08:11 08:00  Poplar Bluff(POF) PA32N40784 -,,,,,,,Dallas Executive Airport(RBD/KRBD)
"Monday, Mar 11",,,,,,,Dallas Executive Airport(RBD/KRBD)
15:00,,Sherman (PNX)-,-,SR22 (N640CD),,Departed 15:13,Dallas Executive Airport(RBD/KRBD),"Tuesday, Mar 12 2024"
15:25,,Waco (ACT)-,-,C172 (N5899R),,Departed 15:23,Dallas Executive Airport(RBD/KRBD),"Tuesday, Mar 12 2024"
17:05,,Lufkin (LFK)-,-,P28A (N6606W),,Departed 16:51,Dallas Executive Airport(RBD/KRBD),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Dallas Executive Airport(RBD/KRBD)
07:00,,Houston (DWH)-,-,C501 (N502CC),,Estimated dep.  07:12,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
08:00,,Poplar Bluff (POF)-,-,PA32 (N40784),,Estimated dep.  08:11,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
07:00,,Houston (DWH)-,-,C501 (N502CC),,Estimated dep.  07:12,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
08:00,,Poplar Bluff (POF)-,-,PA32 (N40784),,Estimated dep.  08:11,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
07:00,,Houston (DWH)-,-,C501 (N502CC),,Estimated dep.  07:12,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
08:00,,Poplar Bluff (POF)-,-,PA32 (N40784),,Estimated dep.  08:11,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
07:00,,Houston (DWH)-,-,C501 (N502CC),,Estimated dep.  07:12,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
08:00,,Poplar Bluff (POF)-,-,PA32 (N40784),,Estimated dep.  08:11,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
07:00,,Houston (DWH)-,-,C501 (N502CC),,Estimated dep.  07:12,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
08:00,,Poplar Bluff (POF)-,-,PA32 (N40784),,Estimated dep.  08:11,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
Load later flights,,,,,,,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
* All times are in local timezone,,,,,,,Dallas Executive Airport(RBD/KRBD),"Wednesday, Mar 13 2024"
