Day,Airport_id,Date,Wind speed,Temperature,Visibility,Time,Wind direction,Dew point,Pressure,Wind gust
12th,AFO/KAFO,2024-03-11 08:55:00,5kt,-2°C,10 SM,05:55 UTC,200°,-5°C,29.96 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,5kt,0°C,10 SM,05:15 UTC,190°,-2°C,29.97 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,5kt,0°C,10 SM,04:55 UTC,160°,-2°C,29.97 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,3kt,1°C,10 SM,04:15 UTC,190°,-2°C,29.97 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,0kt,2°C,10 SM,03:55 UTC,0°,-2°C,29.98 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,0kt,1°C,10 SM,03:15 UTC,0°,-2°C,29.97 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,6kt,1°C,10 SM,02:55 UTC,180°,-2°C,29.96 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,6kt,1°C,10 SM,02:15 UTC,150°,-1°C,29.97 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,7kt,1°C,10 SM,01:55 UTC,190°,-1°C,29.96 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,3kt,1°C,10 SM,01:15 UTC,160°,-1°C,29.94 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,4kt,2°C,10 SM,00:35 UTC,200°,-2°C,29.93 inHg,
12th,AFO/KAFO,2024-03-11 08:55:00,8kt,2°C,10 SM,00:15 UTC,170°,-2°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,8kt,2°C,10 SM,23:55 UTC,170°,-2°C,29.92 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,5kt,3°C,10 SM,23:15 UTC,160°,-3°C,29.92 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,9kt,2°C,10 SM,22:35 UTC,150°,-2°C,29.92 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,15kt,2°C,10 SM,22:15 UTC,160°,-3°C,29.92 inHg,20kt
11th,AFO/KAFO,2024-03-11 08:55:00,8kt,3°C,10 SM,21:55 UTC,190°,-4°C,29.92 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,7kt,3°C,10 SM,21:15 UTC,180°,-5°C,29.91 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,11kt,3°C,10 SM,20:55 UTC,220°,-5°C,29.91 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,0°C,10 SM,20:15 UTC,0°,-6°C,29.91 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,0°C,10 SM,19:35 UTC,0°,-6°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,0°C,10 SM,19:15 UTC,0°,-6°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-1°C,10 SM,18:55 UTC,0°,-6°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,3kt,-3°C,10 SM,18:15 UTC,110°,-7°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-3°C,10 SM,17:55 UTC,0°,-7°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-4°C,10 SM,17:15 UTC,0°,-7°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-5°C,10 SM,16:55 UTC,0°,-8°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-5°C,10 SM,16:15 UTC,0°,-8°C,29.94 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-4°C,10 SM,15:35 UTC,0°,-8°C,29.94 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-5°C,10 SM,15:15 UTC,0°,-8°C,29.94 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-7°C,10 SM,14:55 UTC,0°,-10°C,29.94 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-10°C,10 SM,14:15 UTC,0°,-12°C,29.94 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-8°C,10 SM,13:55 UTC,0°,-10°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-10°C,10 SM,13:15 UTC,0°,-12°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-10°C,10 SM,12:35 UTC,0°,-12°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-10°C,10 SM,12:15 UTC,0°,-12°C,29.92 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-8°C,10 SM,11:55 UTC,0°,-10°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-8°C,10 SM,11:10 UTC,0°,-11°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-8°C,10 SM,10:55 UTC,0°,-10°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-8°C,10 SM,10:15 UTC,0°,-10°C,29.93 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-6°C,10 SM,09:55 UTC,0°,-9°C,29.94 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-5°C,10 SM,09:15 UTC,0°,-9°C,29.95 inHg,
11th,AFO/KAFO,2024-03-11 08:55:00,0kt,-6°C,10 SM,08:55 UTC,0°,-9°C,29.96 inHg,
