Pressure,Wind gust,Temperature,Wind speed,Wind direction,Day,Airport_id,Date,Dew point,Time,Visibility
29.88 inHg,,-18°C,4kt,,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,15:56 UTC,10 SM
29.86 inHg,,-18°C,4kt,,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,14:56 UTC,10 SM
29.85 inHg,,-18°C,6kt,,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,13:56 UTC,10 SM
29.84 inHg,,-19°C,5kt,,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,12:56 UTC,10 SM
29.82 inHg,,-18°C,7kt,340°,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,11:56 UTC,10 SM
29.79 inHg,,-18°C,6kt,360°,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,09:56 UTC,10 SM
29.78 inHg,,-17°C,5kt,350°,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,08:56 UTC,10 SM
29.76 inHg,,-17°C,9kt,320°,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,07:56 UTC,10 SM
29.75 inHg,,-18°C,3kt,330°,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,06:56 UTC,10 SM
29.74 inHg,,-19°C,0kt,0°,13th,ANI/PANI,2024-03-11 08:56:00,-25°C,05:56 UTC,10 SM
29.72 inHg,,-17°C,3kt,,13th,ANI/PANI,2024-03-11 08:56:00,-24°C,04:56 UTC,10 SM
29.7 inHg,,-14°C,4kt,,13th,ANI/PANI,2024-03-11 08:56:00,-22°C,02:56 UTC,10 SM
29.69 inHg,,-14°C,5kt,340°,13th,ANI/PANI,2024-03-11 08:56:00,-23°C,00:56 UTC,10 SM
29.69 inHg,16kt,-18°C,8kt,340°,12th,ANI/PANI,2024-03-11 08:56:00,-25°C,22:56 UTC,10 SM
29.69 inHg,17kt,-20°C,9kt,340°,12th,ANI/PANI,2024-03-11 08:56:00,-26°C,21:56 UTC,10 SM
29.69 inHg,,-21°C,9kt,350°,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,19:56 UTC,10 SM
29.69 inHg,,-22°C,5kt,,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,18:56 UTC,10 SM
29.7 inHg,,-23°C,5kt,,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,17:56 UTC,10 SM
29.69 inHg,,-23°C,7kt,10°,12th,ANI/PANI,2024-03-11 08:56:00,-28°C,16:56 UTC,10 SM
29.68 inHg,,-23°C,9kt,360°,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,15:56 UTC,10 SM
29.69 inHg,,-23°C,5kt,,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,14:56 UTC,10 SM
29.7 inHg,,-22°C,7kt,340°,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,13:56 UTC,10 SM
29.7 inHg,,-23°C,5kt,,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,12:56 UTC,10 SM
29.71 inHg,,-22°C,5kt,360°,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,10:56 UTC,10 SM
29.7 inHg,,-22°C,9kt,360°,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,09:56 UTC,10 SM
29.71 inHg,,-21°C,7kt,360°,12th,ANI/PANI,2024-03-11 08:56:00,-26°C,08:56 UTC,10 SM
29.71 inHg,,-22°C,3kt,10°,12th,ANI/PANI,2024-03-11 08:56:00,-27°C,07:56 UTC,10 SM
29.72 inHg,,-21°C,4kt,20°,12th,ANI/PANI,2024-03-11 08:56:00,-26°C,06:56 UTC,10 SM
29.72 inHg,,-21°C,9kt,310°,12th,ANI/PANI,2024-03-11 08:56:00,-26°C,05:56 UTC,10 SM
29.72 inHg,,-19°C,4kt,300°,12th,ANI/PANI,2024-03-11 08:56:00,-26°C,04:56 UTC,10 SM
29.72 inHg,,-16°C,4kt,350°,12th,ANI/PANI,2024-03-11 08:56:00,-25°C,03:56 UTC,10 SM
29.72 inHg,,-16°C,4kt,,12th,ANI/PANI,2024-03-11 08:56:00,-25°C,02:56 UTC,10 SM
29.73 inHg,,-16°C,5kt,350°,12th,ANI/PANI,2024-03-11 08:56:00,-26°C,01:56 UTC,10 SM
29.74 inHg,,-15°C,5kt,350°,12th,ANI/PANI,2024-03-11 08:56:00,-26°C,00:56 UTC,10 SM
29.74 inHg,,-17°C,6kt,,11th,ANI/PANI,2024-03-11 08:56:00,-26°C,23:56 UTC,10 SM
29.75 inHg,14kt,-17°C,8kt,360°,11th,ANI/PANI,2024-03-11 08:56:00,-26°C,22:56 UTC,10 SM
29.76 inHg,,-20°C,7kt,340°,11th,ANI/PANI,2024-03-11 08:56:00,-27°C,21:56 UTC,10 SM
29.76 inHg,,-21°C,5kt,,11th,ANI/PANI,2024-03-11 08:56:00,-28°C,20:56 UTC,10 SM
29.77 inHg,,-22°C,6kt,350°,11th,ANI/PANI,2024-03-11 08:56:00,-28°C,19:56 UTC,10 SM
29.76 inHg,,-23°C,8kt,350°,11th,ANI/PANI,2024-03-11 08:56:00,-28°C,18:56 UTC,10 SM
29.75 inHg,,-26°C,3kt,60°,11th,ANI/PANI,2024-03-11 08:56:00,-29°C,17:56 UTC,10 SM
29.75 inHg,,-27°C,4kt,360°,11th,ANI/PANI,2024-03-11 08:56:00,-30°C,16:56 UTC,10 SM
29.73 inHg,,-26°C,0kt,0°,11th,ANI/PANI,2024-03-11 08:56:00,-29°C,15:56 UTC,10 SM
29.72 inHg,,-24°C,5kt,10°,11th,ANI/PANI,2024-03-11 08:56:00,-28°C,14:56 UTC,10 SM
29.7 inHg,,-25°C,5kt,,11th,ANI/PANI,2024-03-11 08:56:00,-28°C,13:56 UTC,10 SM
29.68 inHg,,-24°C,0kt,0°,11th,ANI/PANI,2024-03-11 08:56:00,-28°C,11:56 UTC,10 SM
29.68 inHg,,-24°C,4kt,,11th,ANI/PANI,2024-03-11 08:56:00,-28°C,10:56 UTC,10 SM
29.65 inHg,15kt,-21°C,8kt,340°,11th,ANI/PANI,2024-03-11 08:56:00,-26°C,09:56 UTC,10 SM
29.64 inHg,,-21°C,8kt,350°,11th,ANI/PANI,2024-03-11 08:56:00,-27°C,08:56 UTC,10 SM
