Pressure,Wind gust,Temperature,Wind speed,Wind direction,Day,Airport_id,Date,Dew point,Time,Visibility
29.85 inHg,,21°C,4kt,200°,13th,ANQ/KANQ,2024-03-11 08:55:00,7°C,21:15 UTC,10 SM
29.85 inHg,,21°C,4kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,20:55 UTC,10 SM
29.85 inHg,,21°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,20:15 UTC,10 SM
29.86 inHg,,21°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,19:55 UTC,10 SM
29.86 inHg,,19°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,19:15 UTC,10 SM
29.86 inHg,,20°C,4kt,210°,13th,ANQ/KANQ,2024-03-11 08:55:00,7°C,18:55 UTC,10 SM
29.87 inHg,,20°C,7kt,210°,13th,ANQ/KANQ,2024-03-11 08:55:00,7°C,18:15 UTC,10 SM
29.88 inHg,,18°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,17:35 UTC,10 SM
29.88 inHg,,17°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,17:15 UTC,10 SM
29.87 inHg,,17°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,16:55 UTC,10 SM
29.87 inHg,,17°C,4kt,,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,16:15 UTC,10 SM
29.88 inHg,,16°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,15:55 UTC,10 SM
29.87 inHg,,15°C,4kt,280°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,15:15 UTC,10 SM
29.87 inHg,,15°C,6kt,240°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,14:55 UTC,10 SM
29.86 inHg,,13°C,3kt,260°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,14:15 UTC,10 SM
29.85 inHg,,12°C,4kt,230°,13th,ANQ/KANQ,2024-03-11 08:55:00,5°C,13:55 UTC,10 SM
29.85 inHg,,8°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,6°C,13:15 UTC,10 SM
29.85 inHg,,7°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,5°C,12:55 UTC,10 SM
29.84 inHg,,7°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,5°C,12:15 UTC,10 SM
29.83 inHg,,7°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,11:55 UTC,10 SM
29.83 inHg,,9°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,11:15 UTC,10 SM
29.83 inHg,,10°C,0kt,0°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,10:55 UTC,10 SM
29.83 inHg,,9°C,5kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,10:15 UTC,10 SM
29.83 inHg,,10°C,4kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,09:55 UTC,10 SM
29.82 inHg,,11°C,5kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,09:15 UTC,10 SM
29.82 inHg,,12°C,5kt,230°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,08:55 UTC,10 SM
29.83 inHg,,12°C,7kt,230°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,08:15 UTC,10 SM
29.83 inHg,,12°C,6kt,230°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,07:55 UTC,10 SM
29.83 inHg,,12°C,7kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,07:15 UTC,10 SM
29.83 inHg,,12°C,7kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,3°C,06:55 UTC,10 SM
29.82 inHg,,13°C,8kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,3°C,06:15 UTC,10 SM
29.83 inHg,,12°C,9kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,3°C,05:55 UTC,10 SM
29.83 inHg,,12°C,9kt,230°,13th,ANQ/KANQ,2024-03-11 08:55:00,3°C,05:15 UTC,10 SM
29.83 inHg,,12°C,7kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,3°C,04:55 UTC,10 SM
29.83 inHg,,12°C,8kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,3°C,04:15 UTC,10 SM
29.83 inHg,,12°C,7kt,210°,13th,ANQ/KANQ,2024-03-11 08:55:00,3°C,03:55 UTC,10 SM
29.83 inHg,,12°C,7kt,210°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,03:15 UTC,10 SM
29.83 inHg,,12°C,7kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,02:55 UTC,10 SM
29.83 inHg,,12°C,5kt,210°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,02:15 UTC,10 SM
29.83 inHg,,12°C,7kt,200°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,01:55 UTC,10 SM
29.83 inHg,,12°C,5kt,200°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,01:15 UTC,10 SM
29.83 inHg,,13°C,4kt,200°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,00:55 UTC,10 SM
29.82 inHg,,14°C,6kt,220°,13th,ANQ/KANQ,2024-03-11 08:55:00,4°C,00:15 UTC,10 SM
29.81 inHg,,15°C,9kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,4°C,23:55 UTC,10 SM
29.81 inHg,,16°C,10kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,23:15 UTC,10 SM
29.81 inHg,16kt,17°C,10kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,22:55 UTC,10 SM
29.82 inHg,20kt,18°C,14kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,22:15 UTC,10 SM
29.82 inHg,18kt,19°C,12kt,250°,12th,ANQ/KANQ,2024-03-11 08:55:00,4°C,21:55 UTC,10 SM
29.82 inHg,21kt,19°C,15kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,21:15 UTC,10 SM
29.83 inHg,24kt,19°C,14kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,20:55 UTC,10 SM
29.83 inHg,23kt,19°C,18kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,20:15 UTC,10 SM
29.83 inHg,25kt,19°C,17kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,19:55 UTC,10 SM
29.84 inHg,23kt,19°C,14kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,19:15 UTC,10 SM
29.85 inHg,22kt,19°C,16kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,18:55 UTC,10 SM
29.86 inHg,17kt,18°C,11kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,18:15 UTC,10 SM
29.89 inHg,22kt,17°C,11kt,260°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,17:35 UTC,10 SM
29.89 inHg,,17°C,16kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,17:15 UTC,10 SM
29.9 inHg,17kt,17°C,10kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,16:55 UTC,10 SM
29.91 inHg,,15°C,13kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,16:15 UTC,10 SM
29.92 inHg,,15°C,13kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,3°C,15:55 UTC,10 SM
29.93 inHg,,13°C,9kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,2°C,15:15 UTC,10 SM
29.93 inHg,,13°C,11kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,2°C,14:55 UTC,10 SM
29.93 inHg,15kt,11°C,10kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,2°C,14:15 UTC,10 SM
29.94 inHg,14kt,10°C,9kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,2°C,13:55 UTC,10 SM
29.94 inHg,,9°C,6kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,2°C,13:15 UTC,10 SM
29.94 inHg,,8°C,5kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,2°C,12:55 UTC,10 SM
29.94 inHg,,7°C,6kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,12:15 UTC,10 SM
29.94 inHg,,7°C,7kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,11:55 UTC,10 SM
29.93 inHg,,8°C,7kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,11:15 UTC,10 SM
29.93 inHg,,9°C,9kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,10:55 UTC,10 SM
29.93 inHg,,9°C,6kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,10:15 UTC,10 SM
29.92 inHg,,9°C,8kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,09:55 UTC,10 SM
29.92 inHg,13kt,9°C,6kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,09:15 UTC,10 SM
29.92 inHg,,9°C,10kt,250°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,08:55 UTC,10 SM
29.92 inHg,18kt,10°C,11kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,08:15 UTC,10 SM
29.92 inHg,17kt,10°C,9kt,250°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,07:55 UTC,10 SM
29.93 inHg,19kt,10°C,10kt,250°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,07:15 UTC,10 SM
29.93 inHg,,10°C,13kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,06:55 UTC,10 SM
29.93 inHg,18kt,10°C,11kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,06:15 UTC,10 SM
29.94 inHg,17kt,10°C,9kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,05:55 UTC,10 SM
29.94 inHg,,10°C,11kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,05:15 UTC,10 SM
29.94 inHg,17kt,10°C,11kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,04:55 UTC,10 SM
29.95 inHg,,10°C,12kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,04:15 UTC,10 SM
29.95 inHg,,10°C,11kt,240°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,03:55 UTC,10 SM
29.95 inHg,16kt,10°C,10kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,03:15 UTC,10 SM
29.95 inHg,,10°C,11kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,02:55 UTC,10 SM
29.95 inHg,,10°C,11kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,02:15 UTC,10 SM
29.95 inHg,,10°C,10kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,1°C,01:55 UTC,10 SM
29.95 inHg,,11°C,10kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,0°C,01:15 UTC,10 SM
29.94 inHg,18kt,11°C,13kt,230°,12th,ANQ/KANQ,2024-03-11 08:55:00,0°C,00:55 UTC,10 SM
29.94 inHg,18kt,12°C,12kt,220°,12th,ANQ/KANQ,2024-03-11 08:55:00,0°C,00:15 UTC,10 SM
29.94 inHg,18kt,12°C,13kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,0°C,23:55 UTC,10 SM
29.94 inHg,21kt,13°C,14kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,0°C,23:15 UTC,10 SM
29.94 inHg,23kt,13°C,16kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,0°C,22:55 UTC,10 SM
29.95 inHg,,14°C,17kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,0°C,22:15 UTC,10 SM
29.97 inHg,24kt,14°C,18kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,0°C,21:55 UTC,10 SM
29.99 inHg,24kt,14°C,17kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,0°C,21:15 UTC,10 SM
30 inHg,,14°C,18kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-1°C,20:55 UTC,10 SM
30.02 inHg,23kt,14°C,16kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-1°C,20:15 UTC,10 SM
30.03 inHg,23kt,13°C,17kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,-1°C,19:35 UTC,10 SM
30.04 inHg,22kt,13°C,16kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,-2°C,19:15 UTC,10 SM
30.05 inHg,20kt,13°C,15kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,-2°C,18:55 UTC,10 SM
30.08 inHg,20kt,11°C,13kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,-3°C,18:15 UTC,10 SM
30.1 inHg,,11°C,14kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-4°C,17:55 UTC,10 SM
30.12 inHg,,10°C,14kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,-4°C,17:15 UTC,10 SM
30.13 inHg,,9°C,13kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-5°C,16:55 UTC,10 SM
30.15 inHg,17kt,8°C,12kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-5°C,16:15 UTC,10 SM
30.15 inHg,,7°C,16kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-5°C,15:55 UTC,10 SM
30.17 inHg,,6°C,12kt,240°,11th,ANQ/KANQ,2024-03-11 08:55:00,-5°C,15:15 UTC,10 SM
30.17 inHg,,6°C,8kt,240°,11th,ANQ/KANQ,2024-03-11 08:55:00,-5°C,14:55 UTC,10 SM
30.17 inHg,,4°C,9kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-5°C,14:15 UTC,10 SM
30.17 inHg,,3°C,6kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-4°C,13:55 UTC,10 SM
30.16 inHg,,1°C,6kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,-5°C,13:15 UTC,10 SM
30.16 inHg,,0°C,4kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-5°C,12:55 UTC,10 SM
30.15 inHg,,-2°C,3kt,250°,11th,ANQ/KANQ,2024-03-11 08:55:00,-6°C,12:15 UTC,10 SM
30.15 inHg,,-2°C,5kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-7°C,11:55 UTC,10 SM
30.15 inHg,,-3°C,6kt,220°,11th,ANQ/KANQ,2024-03-11 08:55:00,-6°C,11:15 UTC,10 SM
30.15 inHg,,-2°C,5kt,230°,11th,ANQ/KANQ,2024-03-11 08:55:00,-7°C,10:55 UTC,10 SM
30.16 inHg,,-2°C,5kt,240°,11th,ANQ/KANQ,2024-03-11 08:55:00,-7°C,10:15 UTC,10 SM
30.15 inHg,,-2°C,6kt,250°,11th,ANQ/KANQ,2024-03-11 08:55:00,-7°C,09:55 UTC,10 SM
30.14 inHg,,-2°C,5kt,250°,11th,ANQ/KANQ,2024-03-11 08:55:00,-6°C,09:15 UTC,10 SM
30.14 inHg,,-2°C,5kt,240°,11th,ANQ/KANQ,2024-03-11 08:55:00,-6°C,08:55 UTC,10 SM
