Load earlier flights,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Loading...,,,,,,,Altoona Blair County Airport(AOO/KAOO)
"Sorry, we don't have any information about flights for this airport",,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 11:24 11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 16:29 16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 11:24 11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 16:29 16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 11:24 11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 16:29 16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 11:24 11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 16:29 16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 11:24 11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Landed 16:29 16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) E135N853AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) E135N808AEContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  11:30 LF3924 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
Scheduled  16:30 LF3922 Philadelphia(PHL) ERJContour Aviation -,,,,,,,Altoona Blair County Airport(AOO/KAOO)
"Wednesday, Mar 13",,,,,,,Altoona Blair County Airport(AOO/KAOO)
16:30,LF3922,Philadelphia (PHL)-,Contour Aviation -,ERJ (),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Friday, Mar 15 2024"
"Thursday, Mar 14",,,,,,,Altoona Blair County Airport(AOO/KAOO)
11:30,LF3924,Philadelphia (PHL)-,Contour Aviation -,E135 (N853AE),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Thursday, Mar 14 2024"
16:30,LF3922,Philadelphia (PHL)-,Contour Aviation -,E135 (N808AE),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Thursday, Mar 14 2024"
"Friday, Mar 15",,,,,,,Altoona Blair County Airport(AOO/KAOO)
11:30,LF3924,Philadelphia (PHL)-,Contour Aviation -,ERJ (),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Friday, Mar 15 2024"
16:30,LF3922,Philadelphia (PHL)-,Contour Aviation -,ERJ (),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Friday, Mar 15 2024"
"Thursday, Mar 14",,,,,,,Altoona Blair County Airport(AOO/KAOO)
11:30,LF3924,Philadelphia (PHL)-,Contour Aviation -,E135 (N853AE),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Thursday, Mar 14 2024"
16:30,LF3922,Philadelphia (PHL)-,Contour Aviation -,E135 (N808AE),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Thursday, Mar 14 2024"
"Friday, Mar 15",,,,,,,Altoona Blair County Airport(AOO/KAOO)
11:30,LF3924,Philadelphia (PHL)-,Contour Aviation -,ERJ (),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Friday, Mar 15 2024"
16:30,LF3922,Philadelphia (PHL)-,Contour Aviation -,ERJ (),,Scheduled,Altoona Blair County Airport(AOO/KAOO),"Friday, Mar 15 2024"
Load later flights,,,,,,,Altoona Blair County Airport(AOO/KAOO),"Friday, Mar 15 2024"
* All times are in local timezone,,,,,,,Altoona Blair County Airport(AOO/KAOO),"Friday, Mar 15 2024"
