Pressure,Wind gust,Temperature,Wind speed,Wind direction,Day,Airport_id,Date,Dew point,Time,Visibility
29.83 inHg,,21°C,13kt,220°,11th,AMW/KAMW,2024-03-11 08:53:00,0°C,23:53 UTC,10 SM
29.83 inHg,29kt,23°C,16kt,240°,11th,AMW/KAMW,2024-03-11 08:53:00,-1°C,22:53 UTC,10 SM
29.83 inHg,31kt,24°C,24kt,220°,11th,AMW/KAMW,2024-03-11 08:53:00,0°C,21:53 UTC,10 SM
29.84 inHg,30kt,25°C,20kt,230°,11th,AMW/KAMW,2024-03-11 08:53:00,-1°C,20:53 UTC,10 SM
29.86 inHg,28kt,24°C,19kt,210°,11th,AMW/KAMW,2024-03-11 08:53:00,1°C,19:53 UTC,10 SM
29.88 inHg,23kt,23°C,17kt,220°,11th,AMW/KAMW,2024-03-11 08:53:00,2°C,18:53 UTC,10 SM
29.91 inHg,,21°C,14kt,220°,11th,AMW/KAMW,2024-03-11 08:53:00,2°C,17:53 UTC,10 SM
29.93 inHg,20kt,19°C,12kt,240°,11th,AMW/KAMW,2024-03-11 08:53:00,1°C,16:53 UTC,10 SM
29.94 inHg,,16°C,17kt,220°,11th,AMW/KAMW,2024-03-11 08:53:00,2°C,15:53 UTC,10 SM
29.94 inHg,23kt,12°C,18kt,230°,11th,AMW/KAMW,2024-03-11 08:53:00,2°C,14:53 UTC,10 SM
29.94 inHg,,8°C,12kt,220°,11th,AMW/KAMW,2024-03-11 08:53:00,1°C,13:53 UTC,10 SM
29.94 inHg,,6°C,6kt,210°,11th,AMW/KAMW,2024-03-11 08:53:00,-1°C,12:53 UTC,10 SM
29.93 inHg,,7°C,9kt,200°,11th,AMW/KAMW,2024-03-11 08:53:00,-1°C,11:53 UTC,10 SM
29.94 inHg,,2°C,4kt,170°,11th,AMW/KAMW,2024-03-11 08:53:00,-2°C,10:53 UTC,10 SM
29.95 inHg,,4°C,7kt,160°,11th,AMW/KAMW,2024-03-11 08:53:00,-2°C,09:53 UTC,10 SM
29.97 inHg,,2°C,6kt,160°,11th,AMW/KAMW,2024-03-11 08:53:00,-4°C,08:53 UTC,10 SM
